Full filepath,Full Class Index,sensitivityscore_before_features.5.block.0.0,sensitivityscore_before_features.5.block.1.0,sensitivityscore_before_features.5.block.2.fc2,sensitivityscore_before_features.5.block.3.0,sensitivityscore_before_features.6.block.0.0,sensitivityscore_before_features.6.block.1.0,sensitivityscore_before_features.6.block.2.fc2,sensitivityscore_before_features.6.block.3.0,sensitivityscore_before_features.7.block.0.0,sensitivityscore_before_features.7.block.1.0,sensitivityscore_before_features.7.block.2.fc2,sensitivityscore_before_features.7.block.3.0
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,2,0.0018496694,0.0023155485,-0.003808409,0.027035099,-0.0067355046,-0.0010539265,-0.0058491584,0.028383398,-0.004092886,-0.0021761223,0.022966832,-0.013989598
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg,2,-0.012282671,-0.0047118366,-0.17685083,-0.00031582545,-0.007819336,0.0052334797,-0.024006408,0.0042134933,0.036192793,0.007745779,0.12619436,0.032157663
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg,2,0.0013656892,0.0010215808,0.08465378,-0.005110992,-0.000854083,-0.0015006126,0.038749218,0.0050956747,-0.0016132812,-0.0043705394,-0.031113286,-0.022907782
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,2,0.01842567,0.009714324,0.024473079,0.032789484,-0.008759882,0.0025505726,0.092203796,-0.007981461,0.006469976,0.0023039272,-0.09411636,-0.02415001
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,2,0.005522806,0.00021432189,0.04865693,0.018432992,0.005174215,0.0058393064,0.032361023,0.034225065,0.008916004,0.00064111385,0.0037321374,0.004172996
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0044_1105.jpg,2,0.0067335037,0.002911564,0.094244376,0.04169733,0.012107946,0.0018679677,-0.0043773046,0.019491082,-0.0036700554,-0.00058998197,-0.049305826,-0.005737612
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg,2,0.0070619676,-0.002539357,0.045482434,0.019332366,0.0002897263,0.004294796,0.018834796,0.011939703,-0.0112137515,0.006835104,0.19257075,-0.009072319
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0064_796343.jpg,2,-0.015837502,-0.009201909,0.11854979,-0.040377192,-0.00062453083,-0.0012666902,-0.08952199,0.022960277,0.008551297,-0.0028863805,-0.04435133,0.0041791117
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,2,0.0130062755,0.012573307,-0.07256404,0.000937229,-0.0056564035,-0.0020685885,-0.07469354,0.028055245,0.011055993,-0.0021774203,0.15571104,-0.009158752
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0054_796347.jpg,2,0.00440187,-0.0019259366,-0.0019407663,0.02234656,0.0023006285,0.008051882,0.06801464,-0.0049415664,0.022111626,-0.00063142314,0.050932903,-0.010407053
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0067_796376.jpg,2,-0.00047320873,0.004894926,0.060298823,0.009558639,-0.001378849,-0.0022729447,0.034542296,-0.010474475,-0.012807432,-0.0050995206,0.07383063,-0.0453013
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg,2,0.009194751,0.003166716,0.056770194,0.02130329,0.0005203715,-0.0021724184,0.014380406,-0.0072449,0.007321603,-0.009213533,-0.0047987867,-0.0346272
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,2,-0.00812746,0.0004267511,-0.0142482,0.0019826908,-0.0079243425,0.0021065634,0.04238837,0.002291578,-0.012911716,-0.001458907,0.05495604,0.016693892
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0049_796350.jpg,2,0.011330316,0.0032445018,-0.022007897,0.009476731,0.0033926778,0.0040348247,0.13521148,-0.0043628598,-0.0029584467,0.0019300829,0.081085935,-0.04453115
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,2,-0.00064811844,0.00048960105,0.06630309,0.008387412,-0.004347928,-0.0034958762,-0.02982367,-0.055605784,-0.0067597264,-0.005277897,-0.07910056,-0.050359536
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,2,-0.015889231,-0.010815453,0.028465824,0.0040558055,0.010752697,0.0051080184,0.101647556,0.012176185,0.007942617,-0.0028055878,0.08046469,-0.031067973
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,2,0.0022264742,-0.0023069251,-0.017600324,0.00732325,0.0019028378,0.0011894496,-0.004951503,-0.029790651,-0.017780453,-0.0023447569,0.01728395,-0.026231017
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,2,0.011514153,0.006607376,0.13114773,0.0320789,-0.00568331,-0.0027279884,0.07578228,-0.060722645,-0.023238696,-0.0021254115,-0.023563474,-0.020378228
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,2,0.00186533,0.0004751645,-0.103594184,0.017046394,-0.0029087795,0.0010465144,-0.12720454,-0.015629184,0.018337745,0.0016485635,-0.02603697,-0.0036015534
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,2,0.013841819,0.010122244,0.1397061,0.007904273,-0.003917522,0.0032903932,0.13721475,0.0018351981,0.014707431,0.0017353129,0.0596937,-0.029623542
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,2,-0.005854205,0.001922039,0.018952396,-0.027218014,-0.004734085,-0.0041077677,-0.01889013,-0.043448247,-0.009078275,-0.0034565544,0.050815262,-0.04110048
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,2,0.0045629023,0.0047338177,-0.02573307,0.003077696,-0.009489154,-0.0025006863,-0.022741124,0.015463728,-0.013558234,-0.00056947593,-0.025275052,-0.039296042
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,2,-0.007266796,-0.0037943749,0.12759799,-0.011754797,-1.532631e-05,-0.0026154255,-0.02222191,-0.013692456,0.007734314,-0.0005604944,-0.007384388,-0.013123901
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg,2,0.0025953013,-0.0035677676,-0.0316155,0.014771279,-0.0050540734,-0.009982846,-0.030713875,-0.013708802,-0.015857635,-0.003929012,0.112074986,-0.018815104
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,2,-0.0021047452,0.002167876,0.07144392,-0.011672294,-0.0064538848,-0.002037764,0.015188359,-0.01547285,-0.0029142285,0.0007611014,-0.123906516,0.011203241
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,2,-0.0024424712,-0.002287067,0.013324742,-0.0056096558,-0.0026535783,-0.0011146239,0.052701052,-0.009535342,0.011139388,0.0041886955,-0.0014849305,0.051557295
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg,2,0.015472971,0.012257194,0.04282488,0.043116175,0.0040756953,0.0027211816,0.10318684,0.0055372026,0.016026363,-0.00017511804,-0.08184015,-0.017258547
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,2,0.0038079782,0.0026958473,0.0037088282,0.0011645881,-0.0051508276,-0.0013878499,0.01857705,-0.000576267,0.00047684647,0.0024748736,0.24111062,-0.03140228
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,2,0.009293413,0.0061733993,0.046814006,0.025528738,0.0012554657,-0.0009084662,0.046738468,0.011541772,-0.01177528,-0.00074619264,0.0921563,-0.02892641
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,2,0.004950953,0.003356421,0.09172967,-0.012435741,-0.0011729649,-0.00373013,-0.012414962,-0.004067365,-0.0060407547,0.0032850313,0.055495106,-0.0060461396
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0033_1128.jpg,2,0.00013555912,0.0021835824,0.18856251,0.017845992,-0.009564038,-0.003125001,0.03716554,-0.0060052313,-0.0016965121,-0.0028846904,-0.15233773,-0.02405951
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg,2,0.014179349,0.0019734679,0.11684752,0.013726952,0.0091341585,0.004651987,0.13995373,0.008081632,-0.009206213,-0.006299561,0.059863824,-0.027044376
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,2,-0.007883576,-0.00038619566,-0.065218106,-0.0068524964,-0.010835066,-0.0005461625,-0.059056826,0.028276866,0.0015522847,-0.0039721592,-0.0057484712,-0.013212327
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,2,-0.007273157,-0.0036648845,0.08546344,0.009212115,-0.0019941404,-0.0009528267,-0.057768255,0.0011668308,0.004963422,-0.0048868074,0.024021741,-0.019838352
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,2,0.019210368,0.0059470944,-0.050196346,0.021425474,-0.000902767,0.005579986,0.031765826,0.010301343,0.021185286,-7.967651e-05,-0.1673982,-0.01730877
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,2,-0.0018025003,-0.001473704,0.12602584,0.010262766,-0.0056476197,-0.0023734374,0.043216154,0.004972446,-0.010755622,-0.003214579,-0.04495363,-0.0163917
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,2,-0.016295942,0.00034080842,-0.025023665,-0.025296222,-0.0033079316,-0.01050042,-0.11046147,0.003918186,0.0061514145,0.00046372856,0.081791975,-0.022608224
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,2,-0.0033950312,-0.0012793709,-0.0753915,0.015293844,0.00976469,0.008261544,0.0035506468,0.003425188,0.014900876,0.0050844457,-0.00259725,-0.0015458884
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,2,0.005020026,0.0066742497,0.13602439,0.030452624,0.0045413496,0.00018420568,0.056230854,0.024263201,0.0065260706,-0.0023235814,0.04021563,-0.03558203
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0071_1116.jpg,2,0.0019962958,-0.0006529897,0.07142116,0.025643509,0.006907816,0.0031095934,-0.010365792,0.026829638,-0.009254135,-0.004372339,0.03152624,-0.012737092
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,2,-0.0038059875,0.0010544499,-0.036116872,0.010922912,0.004511858,0.0017946109,-0.0045481976,0.027581418,0.01680648,0.002639961,-0.15639323,-0.023190022
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,2,-0.0038203176,-0.0067058527,0.017199252,-0.009581223,-0.0015790362,0.004240648,-0.003350228,-0.012658798,0.019138878,0.004020723,-0.10800955,0.02097493
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,2,0.006846115,0.0054425593,-0.035850096,-0.022425896,-0.0019242445,0.00042344735,-0.06294206,-0.00027968595,-0.006653387,-0.0004093186,0.008356351,-0.015852397
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,2,-0.004095424,-0.00080035755,-0.07254472,0.007399544,0.0016654127,0.0021819281,0.05830051,0.002934684,-0.0042361887,0.00077311194,0.027685659,-0.025491916
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,2,-0.0027552103,0.00023054914,-0.035694774,-0.0018874323,-0.0036949776,-0.0060290275,0.00815694,-0.014067886,0.003110929,-0.0016434588,-0.12519222,0.0053901076
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,2,0.011591995,0.0041181343,0.02505205,0.04206158,-0.006055375,-0.0016652117,0.072529905,0.019315764,0.010409512,-0.0023312478,-0.073704444,-0.008952676
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0087_1765.jpg,3,0.0046902774,0.0016847744,0.07156135,0.0052522616,-0.004257984,-0.008098916,-0.033174373,-0.025013361,-0.007582165,0.00069059443,0.007193759,0.011764413
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0065_1502.jpg,3,-0.007171395,-0.008241594,0.020711124,0.0048140036,-0.0083172945,-0.0051803854,-0.11080334,-0.030557258,-0.002513563,0.003673737,0.004344739,0.017306466
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0053_1672.jpg,3,0.018357884,0.010780669,0.08212639,0.05960363,0.009333773,0.00033272873,-0.03468048,0.0062614027,0.02814042,0.00013245456,0.063507706,0.013033442
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0092_1516.jpg,3,-0.0016177674,-0.00016230997,-0.023065478,0.015662681,0.0072695534,0.00048450235,0.030827884,0.04009325,0.030549338,0.008220548,0.008820385,0.060034364
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0074_1730.jpg,3,-0.001129752,0.0021687434,0.096779056,0.013329944,0.00067471573,-0.004119472,-0.010742914,0.008802518,0.032076016,0.0021027487,-0.005814299,0.019952118
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0046_1663.jpg,3,0.016837232,0.0062413705,0.072935805,0.041637518,0.0016956632,0.0022846512,0.015162597,-0.021814471,0.011975797,-9.691436e-05,-0.003041938,0.035469245
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0037_1560.jpg,3,0.014373843,0.0012706995,0.067483194,0.017267205,0.0070175673,0.0021066992,-0.0896745,0.020569421,0.0123653,0.005344601,0.12520134,0.03304437
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0029_1620.jpg,3,0.00013498712,0.0041542067,0.100654274,0.026843958,0.009816115,0.00030316215,-0.02392127,0.027701993,0.0065140394,-0.00085261755,-0.007675845,-0.02532887
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg,3,0.0051443297,-0.0026167731,0.07864779,0.02335989,-0.003771676,0.0024464228,0.0525586,0.035710268,0.045545667,0.013505451,0.071947016,0.07722928
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg,3,0.009257629,0.0013662156,0.082293734,0.02846871,0.01183123,0.007870625,-0.081976645,-0.018022126,0.030173529,0.009636752,0.054495238,0.052332412
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg,3,0.0052269925,-1.431047e-05,-0.058697972,0.031630665,-0.005923502,-0.0020329133,-0.09379933,-0.036450747,0.026062496,0.010233512,-0.17959741,0.027256707
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0040_1715.jpg,3,-0.014771208,-0.004784025,-0.005102977,-0.007800787,-0.0038377016,-0.0066758455,0.004919339,0.00031945156,0.023080237,0.00473108,-0.011985023,0.069094576
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,3,0.0024383147,-0.0026452322,-0.04544287,0.017671945,0.0109595265,0.0028559663,0.03519076,0.03815423,0.033683453,0.009292627,-0.038964473,0.045667607
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,3,0.0038054714,0.0012665357,0.06503257,0.0019606696,-0.004405269,-0.005825682,-0.102258265,0.015158118,0.02772124,0.004587663,-0.14734086,0.03289989
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg,3,0.0052180365,0.005561186,0.11350844,0.004832625,0.005746591,0.0015745828,0.07484395,0.0052202577,-0.007816419,0.00011880067,-0.00841615,0.009072013
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0068_1538.jpg,3,0.008102914,0.0006028742,-0.052684207,-0.0119408015,0.0071520656,0.0013527495,0.076968655,-0.005145786,0.02410238,0.0038165369,-0.035962604,0.011006381
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0017_1561.jpg,3,-0.006551959,-0.007775396,-0.002520278,-0.020967532,0.006773253,0.0012390902,0.098028615,0.06980859,0.014172612,0.0051964317,-0.04209277,0.039062884
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0031_1588.jpg,3,0.0030359454,-0.0024600783,-0.0077253208,0.00037224265,0.0053702686,0.0019557101,0.011910517,0.002583284,0.009303035,0.0006505798,-0.060234576,0.0021635592
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg,3,0.011843528,0.0076026795,0.0401268,0.023971431,0.0056455336,0.00506976,-0.061315916,0.036170047,0.025204789,0.006524612,-0.08170183,0.0337679
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg,3,-0.002572204,-0.00724869,0.05211004,-0.006188685,0.010116569,0.0017350642,0.0234939,0.008086136,-0.0077814804,0.001304487,0.08692326,0.040804837
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0012_1784.jpg,3,0.009022325,0.003291128,0.0132557675,0.030204734,-0.002439003,-0.0048417975,-0.022394432,0.024463413,0.0463648,0.011193122,-0.10751755,0.05168836
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg,3,0.002099434,-0.012616701,-0.11709868,-0.0051901285,-0.00027751597,-0.008815372,-0.08130017,0.028591542,0.029906107,0.0048832726,0.0075927787,0.0320606
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0005_1750.jpg,3,0.004127854,0.0035048446,0.04910698,0.011706825,-0.000321729,-0.005288381,0.07116891,0.05992134,0.024416372,0.0041353917,-0.07095146,0.06449557
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0108_1639.jpg,3,0.002935452,0.0005314017,-0.07888315,0.051018257,0.010770974,0.0045757825,0.007060595,-0.0010650512,0.017733067,0.008408648,0.032221094,0.048762098
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0100_1646.jpg,3,0.0062639806,0.00539915,0.19701943,0.029655423,-5.6126155e-06,0.0007099502,-0.00071220007,-0.05496697,-0.024077615,-0.009882354,0.0091089085,-0.041978225
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0035_1591.jpg,3,0.013227594,-0.004580437,0.09669528,0.0038987137,0.009133316,0.002716645,0.03204518,0.02090057,-0.021769658,-0.0028970875,0.065951824,-0.005368417
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg,3,0.009343483,0.009416658,0.09809696,0.018138781,-0.00062385853,-0.00020625768,-0.0004964024,0.0057399366,0.023413049,0.00451068,-0.037336104,0.02201809
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0060_1505.jpg,3,0.010874002,0.0045386273,0.052582856,0.022107266,0.007424319,0.0026545282,-0.031548966,-0.0076300916,0.014025077,0.004748683,-0.15742134,0.019328155
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0078_1780.jpg,3,-0.0032117423,-0.004618396,0.004505204,0.018392958,0.010006202,0.0027113804,0.03057458,0.008748053,0.016896449,0.0024402174,-0.002927281,-5.693175e-05
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0075_1617.jpg,3,-0.0023010322,-0.0062728254,-0.016479263,0.011303743,-0.0033225566,-0.0018591621,-0.10386639,0.007534105,0.045969203,0.007468192,-0.15398476,0.060969092
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg,3,0.007338224,0.0064129266,0.04325339,0.016975801,-0.0010908857,-0.0047920807,-0.13141325,-0.026757196,-0.0025845706,0.0053627407,0.05283179,0.010020232
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0006_1763.jpg,3,0.011033007,0.0016652367,0.03880515,0.02467994,-0.012410889,-0.008250527,-0.041124642,-0.034437567,0.010649854,0.004341567,0.082583115,0.04064495
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0061_1510.jpg,3,0.007610134,0.0047879196,0.01220924,0.028582864,0.016917683,0.008241694,-0.0440569,0.03176312,0.027005093,0.005460225,-0.13562916,-0.004092644
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0109_1592.jpg,3,0.00090456544,-0.006342954,-0.01746889,0.007188278,0.0060790963,0.0016489575,-0.025810864,0.010108477,0.01662334,0.0077229277,-0.021632697,0.032316342
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg,3,-0.006059088,-0.004701409,0.055735506,0.017563717,-0.006888585,0.0001751656,-0.04850133,-0.012848536,-0.0074495347,0.0014971456,-0.19815083,0.018689796
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg,3,-0.007862715,0.0012493822,-0.010702423,0.0054089287,0.007158664,0.0055569136,0.037648816,0.02040428,-0.014037204,-0.000821893,0.0076931827,0.0020290453
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0080_1549.jpg,3,0.01132011,0.009927919,0.054492816,0.026775287,0.003800075,9.5654046e-05,-0.11604087,0.014721897,0.040996447,0.010456577,0.08676303,0.020972986
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg,3,-0.01090843,-0.009565799,-0.01339967,0.011087377,-0.0020199693,-0.008792441,0.08052809,0.006095259,0.013163554,0.002097134,-0.12997432,0.0075822687
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg,3,0.004574853,-0.000634274,-0.040971074,0.05278419,0.0034337856,0.00038811355,0.042842966,0.01571982,0.029899318,0.0043069115,-0.19921403,0.0287686
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696.jpg,3,0.008211771,-0.0020936402,-0.050637066,6.900029e-05,0.00091481255,0.0026939332,-0.045879,-0.025979009,-0.0032261205,-0.00089842733,0.03117739,-0.01656551
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg,3,0.0092820795,-0.00028552013,0.018758684,0.042517375,0.0024203586,-0.0036155563,0.011749214,-0.011805203,0.023777809,0.0094313845,0.051330406,0.06206583
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0107_1590.jpg,3,0.0045648995,-0.0034383554,0.1187953,-0.013095036,0.0016013118,0.006932363,0.044942223,-0.03364405,-0.0141129065,-0.0023661703,-0.14100283,-0.021246526
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0088_1678.jpg,3,-0.0063416096,-2.6839e-05,0.0137114385,0.017624816,-0.0016849837,-0.0017872789,-0.03464655,-0.00610219,-0.0071536293,-4.0255254e-06,0.089240395,0.007415061
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0059_1480.jpg,3,0.0034146286,-0.002114194,0.016782325,0.032121867,0.0038457818,0.0014417898,-0.023014782,-0.018018017,-0.0025793745,-0.00074888684,0.11223954,-0.0025058528
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0101_1700.jpg,3,-6.360421e-05,0.002535509,0.017231803,0.0030556503,-0.00036517414,-0.00046421727,-0.06592193,-0.0136950845,0.015476757,0.0038593772,0.14536184,0.02269789
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0014_1755.jpg,3,-0.0030794973,0.0038898382,0.11150995,0.04712806,-0.0010681087,-9.93791e-05,0.07461235,0.011806343,0.020720687,0.0030153478,-0.15885505,0.032064117
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg,3,-0.0015658806,0.00015836873,0.112602666,0.0053591337,0.0069257077,0.0024155588,-0.009243233,0.012008226,0.009288805,0.0045026545,-0.17847198,0.025040843
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0027_1754.jpg,3,0.0033646957,-0.003252035,-0.03853861,-0.0109571945,0.0035054735,-0.0008857803,-0.053655438,0.0075124055,0.00023991009,-0.0020795716,0.11290105,0.008847896
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0005_794922.jpg,4,0.004718506,0.0039482783,-0.14963858,-0.012199217,0.0027684604,-0.0035320912,-0.08324949,-0.020653844,0.015741706,0.0009243407,-0.0207907,-0.0003643469
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0011_794927.jpg,4,0.009769817,0.0077594956,0.028819628,0.030296862,0.0130843725,0.008912433,0.053500608,0.029519632,0.015096134,0.0037932775,-0.011026423,0.009202848
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0019_794925.jpg,4,-0.0107627995,-0.0016184517,-0.012453929,0.0010488275,-0.0046320446,-0.0046754815,-0.031582374,0.017141612,-0.005490342,0.004715883,0.13509776,0.044079952
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0033_794964.jpg,4,0.009073261,0.0010409895,-0.08934292,-0.0014172886,-0.005764964,-0.006291495,0.00013403222,-0.016517822,0.008976159,-0.0009943726,-0.019784126,0.022269867
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0057_794932.jpg,4,0.001860122,-0.0013271201,-0.033679023,-0.0077025266,0.0050530927,-0.0031647251,-0.16369551,0.02224908,0.032811344,0.003871995,-0.18569893,0.016850773
