Full filepath,Full Class Index,sensitivityscore_before_features.11.block.2.fc1,sensitivityscore_After_features.11.block.2.fc1_0.5,sensitivityscore_After_features.11.block.2.fc1_0.6,sensitivityscore_before_features.11.block.2.fc2,sensitivityscore_After_features.11.block.2.fc2_0.5,sensitivityscore_After_features.11.block.2.fc2_0.6,sensitivityscore_before_features.12.block.2.fc1,sensitivityscore_After_features.12.block.2.fc1_0.5,sensitivityscore_After_features.12.block.2.fc1_0.6,sensitivityscore_before_features.12.block.2.fc2,sensitivityscore_After_features.12.block.2.fc2_0.5,sensitivityscore_After_features.12.block.2.fc2_0.6,sensitivityscore_before_features.13.block.2.fc1,sensitivityscore_After_features.13.block.2.fc1_0.5,sensitivityscore_After_features.13.block.2.fc1_0.6,sensitivityscore_before_features.13.block.2.fc2,sensitivityscore_After_features.13.block.2.fc2_0.5,sensitivityscore_After_features.13.block.2.fc2_0.6,sensitivityscore_before_features.14.block.2.fc1,sensitivityscore_After_features.14.block.2.fc1_0.5,sensitivityscore_After_features.14.block.2.fc1_0.6,sensitivityscore_before_features.14.block.2.fc2,sensitivityscore_After_features.14.block.2.fc2_0.5,sensitivityscore_After_features.14.block.2.fc2_0.6,sensitivityscore_before_features.15.block.2.fc1,sensitivityscore_After_features.15.block.2.fc1_0.5,sensitivityscore_After_features.15.block.2.fc1_0.6,sensitivityscore_before_features.15.block.2.fc2,sensitivityscore_After_features.15.block.2.fc2_0.5,sensitivityscore_After_features.15.block.2.fc2_0.6,sensitivityscore_before_features.16.0,sensitivityscore_After_features.16.0_0.5,sensitivityscore_After_features.16.0_0.6
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,0,0.106549315,-0.038720824,-0.05481358,0.032282736,-0.027434727,0.0040087663,0.09367486,0.019394837,0.08265804,0.00047518685,0.053955715,0.027629007,0.08230746,0.14250007,0.14773795,0.042042132,0.13294938,0.018618237,0.07332139,0.18545553,0.12744081,-0.002689045,0.10158238,0.069460824,0.12995502,-0.043434173,-0.03701274,0.011211418,-0.0036535445,0.00020826794,0.011816645,0.063907504,0.050371032
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg,0,0.054808795,-0.112856194,-0.06389406,-0.041496534,0.0211077,0.077320196,-0.21919614,0.10398641,0.015848491,-0.058186937,0.070513815,-0.0063615367,0.06137584,0.10997559,0.007118658,-0.009308336,0.13353138,0.12967631,-0.045869682,-0.12377373,-0.068545856,-0.02535703,0.06675942,0.013595749,-0.15273067,0.19479059,-0.1650443,-0.020414557,-0.02217608,-0.011347677,0.021494297,0.07541151,0.055630624
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0091_602.jpg,1,-0.034390494,-0.015654234,-0.093456596,-0.03516184,0.016661705,-0.027149688,-0.008501295,0.2255198,0.26767302,-0.015994571,0.07047837,0.009231244,-0.14023617,0.20796709,0.19603135,-0.066280566,0.16329011,0.15068382,0.15665184,0.15818503,0.14060691,0.037514135,0.04483288,0.06774399,0.032748103,0.101480484,-0.09304799,0.04824765,-0.02047639,-0.0117497705,-0.010329562,0.028253987,0.066507116
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0017_614.jpg,1,0.18412499,0.11978139,0.10820451,0.049849015,0.17152166,0.2009485,0.10200089,0.21170342,0.106073305,0.0635957,0.1136522,0.047472738,0.14518908,0.21033889,0.16874166,0.045337178,0.08134154,-0.021462196,0.063346356,0.32552528,0.17039135,0.036485933,-0.035025038,0.021483742,-0.030657005,0.06206785,0.08361866,-0.019474057,-0.018176975,0.0056170085,-0.011171903,0.02049229,0.031295955
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0059_488.jpg,1,-0.07885279,0.03288086,0.08086635,-0.07094922,0.0024317866,0.13297075,0.0067627896,0.04655323,-0.030958142,-0.02670926,0.022027323,0.06957558,0.07830454,0.013473492,0.031562146,-0.0046191625,-0.028490096,0.023506757,0.051724643,0.12601893,0.012370454,0.015533522,0.085698724,0.05247426,-0.015632838,0.2202898,0.033540536,-0.017592575,-0.009247953,-0.038068462,-0.015277965,0.0208356,0.041948088
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0085_564.jpg,1,0.01595717,0.13644306,0.09301819,-0.029322565,-0.13070768,0.054369576,0.042245336,0.16785762,0.053449947,-0.016367707,0.1214407,0.13715939,-0.008391621,0.06340526,0.19480884,0.015992,0.015090659,0.021919772,-0.0023779199,-0.030912992,-0.02307143,-0.009533657,-0.048922643,0.08200024,-0.044929095,0.045019735,0.045528166,0.0579907,-0.015149623,-0.0046729716,-0.015144417,-8.515362e-05,0.043963436
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0076_671.jpg,1,0.12833504,0.0831432,0.0017593782,0.08082844,0.00875438,0.008498911,0.099556945,0.01723471,-0.063722655,0.046987057,0.21489123,0.18809119,-0.025672097,0.08019392,0.11709487,0.003823705,0.045641124,0.054751657,0.025139686,-0.04551869,0.18428493,0.092466205,0.044485852,0.1304014,0.008896142,0.1641685,0.09453163,0.024025004,0.008570451,0.011389634,-0.023561545,0.008453056,0.046227127
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0040_472.jpg,1,-0.12518667,0.27673882,-0.0052760784,-0.082327746,0.08890418,0.072281085,-0.081477985,0.1993937,0.24882996,-0.08432689,0.09855397,0.06518634,-0.051252715,-0.008299629,0.031089053,-0.013900479,0.15289357,0.18201981,-0.15396638,-0.000411978,0.058363732,-0.0943308,0.030122189,0.028354276,0.13981609,0.06195918,-0.02217174,0.03481734,0.023096528,0.022277689,-0.0067444476,0.01660563,0.04148909
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg,1,0.13855521,-0.29081336,-0.21598433,0.039484605,0.13064507,0.11449699,0.019210327,0.16192502,0.10556884,0.030565385,0.12926084,0.16990425,-0.077196665,-0.028101634,0.06451583,-0.057670094,0.061947383,0.026344704,-0.06331207,-0.030166311,0.10999569,0.001829341,0.02804821,-0.077173956,-0.028661523,0.046139423,0.051987268,0.021084577,-0.031775378,-0.010350317,-0.0037099076,0.021642137,0.03050134
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0080_821.jpg,1,0.21890736,-0.070301004,-0.1784077,-0.001976002,0.120816305,0.08477166,-0.07616119,-0.053524405,-0.08047995,-0.021002967,0.0007778751,0.00064558676,-0.15311265,0.03177537,0.03363427,0.0019203667,0.07460209,0.019233797,-0.0664072,-0.09328489,-0.18643151,-0.014817038,-0.00103941,0.055615395,-0.04794449,0.15262026,0.09413479,-0.052041885,0.046341404,0.0054351483,-0.005383796,0.014438084,0.035554785
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0065_809.jpg,1,0.112280995,-0.21322808,-0.18864045,0.063404575,-0.043742858,0.03595548,-0.061027374,0.16702168,0.16465169,0.019577295,0.112941444,0.1314388,0.13365996,0.12191746,0.18738806,-0.042533793,0.093079746,0.022572774,-0.020446058,0.09828079,0.041107904,0.047958687,0.05783069,0.079744115,0.028556336,0.21585867,0.11341933,0.060292285,-0.009644268,-0.006499745,-0.0063265446,0.023967694,0.053783506
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0042_801.jpg,1,-0.017400783,-0.0015581697,0.092429526,-0.039977595,0.21920112,0.10937056,0.12261297,0.24241543,0.24077049,0.059784986,0.041267842,0.09633977,0.085915655,0.081773035,0.16510122,0.04319357,0.007751054,-0.011670854,0.041090883,0.10565288,0.12260236,0.015118081,0.03691798,-0.058753744,-0.093775645,0.057447713,-0.017008403,-0.07194791,0.0073895343,0.012377755,-0.01361998,0.008298205,0.052041635
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,1,-0.18268308,0.066438526,0.06732322,-0.06277191,-0.027318453,0.23168883,0.10894159,-0.030098755,0.015829932,0.06435548,-0.025383383,0.10663563,-0.15607807,0.11802509,0.16585691,-0.008559179,0.065634236,0.13474703,0.11078033,0.05330595,0.002690835,0.07110279,0.017081821,0.05087048,0.080767035,0.10771767,0.08672779,0.03240252,-0.02223293,-0.0073205335,-0.014792813,0.008047897,0.043457
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0012_696.jpg,1,0.04887878,0.3498855,0.16577278,-0.059726894,0.0051472746,0.04871575,0.17007577,0.12123094,-0.21150553,-0.007822035,0.03216169,-0.09869036,-0.057520933,0.0741914,0.011299104,-0.0068310406,0.013938017,0.10449938,-0.040494405,-0.0712506,0.13268927,0.029463714,0.06374657,0.07475847,-0.032162033,0.22698724,0.0691739,0.0177537,-0.050622758,-0.0731953,-0.008913521,0.013099555,0.035588257
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0028_643.jpg,1,0.03726635,-0.06602724,-0.096705616,-0.0051306207,0.073308736,0.06972201,-0.14368199,0.046948515,0.036386617,-0.0037173405,0.0030677319,-0.07323467,0.08591913,0.038811576,0.011785969,0.039069697,0.04002134,0.08716674,-0.08816987,0.06919243,0.089569926,0.086986616,0.10001018,-0.12667021,-0.056673076,0.08331163,-0.004407581,0.05268588,-0.06286731,-0.044380225,-0.0014888318,0.0127884755,0.04988403
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0099_869.jpg,1,0.1668321,-0.07974745,-0.07757456,0.08154179,-0.037903592,0.24170522,0.11572941,-0.041857965,0.048116654,0.029245678,0.07293948,0.16069007,0.045098096,0.08679049,0.21643288,0.03635034,0.059264064,0.03228382,0.048215307,0.027900217,0.10336902,0.041772515,0.08812753,-0.05740084,0.04698125,0.13212515,0.09941903,-0.054082535,0.04814353,0.075176015,-0.024678323,0.0077687334,0.03325406
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0056_500.jpg,1,0.071547545,-0.016989935,0.05093545,-0.032090735,0.0074548516,0.09407893,-0.1094144,-0.044843055,-0.013574347,-0.054488156,0.119150475,0.08912673,0.002306508,-0.009792702,-0.01869205,0.027488533,0.054315925,0.10617525,0.106002256,-0.10431707,-0.066533834,0.0012081638,0.031003062,-0.029142646,-0.024276406,0.063937,0.02209469,0.014218899,0.026033465,0.034029797,-0.024628527,0.0034276992,0.027502563
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg,1,0.021406133,-0.0038777664,-0.05568296,-0.0110137835,0.117760964,0.044767976,0.10344505,0.029873375,-0.040240232,0.033407193,0.060585946,0.061157882,0.011646539,0.10948335,0.093378425,-0.031271033,0.015169678,0.06575234,0.042971358,0.11591102,0.0048776194,0.080126226,0.050125975,0.09426233,-0.11598703,0.055883206,-0.026029266,0.03085633,0.013985274,-0.013515929,-0.0026787997,0.01187522,0.040008534
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,1,0.33009,0.19460857,0.1312761,0.1106434,0.13861482,0.063896246,0.21397549,-0.05544083,0.10633721,0.040156715,0.07106497,0.07569669,0.045229673,-0.0452891,0.00699603,0.06414545,-0.00944202,-0.09859587,0.019790083,0.13667971,0.069872916,0.028592769,0.023471307,0.035510864,-0.10307955,0.17765504,0.14030492,-0.04821891,0.0088689355,0.030167451,-0.008946415,0.0057857092,0.037011225
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg,1,-0.26302525,-0.074858695,-0.042087138,-0.05789749,0.023103066,0.06379686,-0.0011795014,0.13067865,0.220438,-0.030415371,0.11168304,0.14607236,0.020659894,0.19415839,0.16455814,-0.068294354,0.07233015,0.06460918,-0.0024278164,0.17135087,-0.21206585,0.058735207,0.033585865,0.20836656,-0.05904357,0.03681273,0.1843985,-0.0071145296,0.022644073,0.024673272,-0.010064659,0.025328025,0.061139256
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg,1,0.18770257,-0.036326222,0.0069701,0.054083813,0.105477616,0.037204966,-0.08436966,-0.0043434557,0.12425576,0.023236647,0.061711162,0.10595006,0.045677464,0.0736106,-0.02076184,-0.05457131,0.09623851,0.0613615,0.11896845,-0.0642968,0.14341,0.06484385,0.13952214,0.12259122,-0.07999741,0.05661314,0.00477508,-0.04516219,0.039821967,0.045869168,-0.019070959,0.020500302,0.05181481
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg,1,-0.12673211,0.022751257,-0.062580705,-0.054521777,0.07657346,0.02391633,0.19396743,-0.06947294,0.013237622,0.029881265,-0.038407248,-0.09475415,0.06365295,0.12052371,0.10483448,0.02686438,-0.035920568,0.07976729,0.11259721,0.07540451,0.16412294,0.07177934,0.045156315,0.0744823,0.092075035,0.13215572,0.1255543,-0.0018887706,0.054355852,0.053147137,-0.014424508,0.02443077,0.049146816
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0006_702.jpg,1,0.13742867,0.234866,0.1208881,-0.0032526776,0.19992286,0.0010658801,0.051019646,0.2232316,0.08588669,0.062422086,0.1453864,0.055236958,0.039788738,0.110119924,0.02170682,-0.0023563914,0.018285874,0.05957566,0.10048425,-0.03198144,0.04860557,0.09008695,0.015269178,0.03689321,0.045354266,0.15622212,0.08314657,-0.0062288516,-0.03888185,-0.026301239,-0.028534895,0.010243632,0.04550484
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg,1,0.12081365,0.031200357,-0.02389223,0.023274016,-0.03883202,0.048682395,0.25174534,0.25257945,0.2186725,0.034640282,0.07621787,0.083544984,-0.022943132,0.04645295,0.051081326,0.052579984,0.045866057,-0.05767715,0.16267166,-0.05064982,-0.09041406,0.03771271,0.0029930025,0.03331764,-0.16707551,0.13509792,0.061549075,-0.02877241,0.017081263,0.021943424,-0.0059440904,0.010275975,0.04829295
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0096_673.jpg,1,0.2583428,-0.2143573,-0.19525072,0.066882774,0.10712388,0.18258698,-0.028498702,0.16486008,0.2625146,0.048891544,0.10071054,0.23843223,0.19158089,0.09829349,0.07381683,0.0015818756,-0.024449542,-0.032476537,-0.03857996,0.08383198,0.17901787,0.043531556,0.04524571,0.06219622,0.010142347,0.17095143,0.13025345,0.05112368,-0.027739191,-0.02806411,-0.004673775,0.020465735,0.054879468
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg,1,0.06604095,-0.045151852,0.029914059,-0.058173366,-0.094097376,0.005276976,0.12888807,-0.08229823,-0.1569984,0.029726177,0.026193406,0.058720913,0.07039314,0.01765248,-0.03291226,-0.025648115,0.06722278,0.050590903,-0.015806044,0.17621991,0.016371839,0.05337967,0.104460835,0.08900593,0.022662506,0.06114574,0.026729818,-0.011131683,-0.024303846,0.022520216,-0.010163151,0.032926396,0.048464265
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,1,-0.022699773,-0.057254065,0.0669136,-0.075692326,-0.10403154,0.030745454,-0.003293248,0.007139044,0.014601108,-0.040321417,0.08179083,0.06298997,-0.03982977,0.113832116,0.064236425,0.035957135,0.037321,0.040034045,-0.05725793,-0.068033546,0.14827745,-0.07744703,0.069497235,0.016932502,0.08629353,0.14687799,0.036978796,0.07460589,-0.13541591,-0.0907375,-0.019521361,0.017593157,0.03748285
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0049_918.jpg,1,-0.05021613,0.23370688,-0.102553405,-0.030204777,0.21760693,0.04467313,0.08472069,-0.10470191,-0.02993812,0.039995767,0.11537177,0.090061754,0.07850501,0.06769127,0.12371768,-0.027244639,0.044407815,0.098178305,0.048608255,0.14015515,0.0244009,0.020931497,0.061675455,0.09117213,0.09520243,0.23333651,0.17522869,-0.010231763,-0.07891163,-0.05917554,-0.010314505,0.022384115,0.05609129
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0075_668.jpg,1,0.24666266,-0.042720534,-0.1330626,0.05937575,0.0770022,0.040402442,0.16652292,0.17821515,0.19636989,0.03288894,0.09174943,0.12198535,0.012726578,0.059498712,0.09058236,-0.012470977,0.09948027,0.068863854,-0.11195554,0.12337124,0.22984599,-0.06823352,0.0005423697,-0.033586975,-0.03640642,0.09946336,0.019975174,0.020889055,0.0053383876,-0.049098205,-0.03528452,0.016171528,0.035566904
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg,1,-0.023490699,0.003170412,0.07812941,0.028112382,-0.16443376,0.15980735,0.04656354,0.09371673,0.10748428,-0.01941109,-0.020298088,0.041471228,-0.0022498555,0.14005576,0.115663275,0.03883194,-0.04913071,0.039632782,-0.05065535,0.05916278,0.11433165,0.03825462,0.083591,0.12329381,-0.0200066,0.064110376,-0.009522239,-0.013424218,-0.078581594,-0.056617983,-0.015410152,0.00623399,0.032400735
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,1,-0.009815261,0.04385462,-0.015413292,-0.01191964,0.13835642,0.11698535,-0.029846074,0.26844233,0.15621413,-0.06225261,0.04851461,0.07524494,0.025310615,0.14960527,-0.01380289,0.014864983,0.08496951,0.17503387,-0.019565566,0.022505466,-0.034694232,-0.0059460094,0.13909087,0.13272601,0.0011231676,0.002268646,-0.18018274,0.013014342,-0.08330703,-0.06210595,-0.026058255,0.0028147777,0.03340146
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,1,-0.0639814,-0.17408037,-0.16361307,-0.06664887,0.1747594,-0.07609006,0.15708962,0.2351635,0.015262332,-0.017539421,0.008065302,-0.08002407,-0.097320996,0.17640461,0.016512096,0.032328483,-0.026608583,0.09211163,-0.06839006,0.19256502,-0.090628654,-0.012114136,-0.004056059,0.0068861917,-0.017475441,0.08259072,0.13911836,0.08100747,0.02570159,0.030790076,-0.03388313,0.019659968,0.04419097
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,1,-0.026309915,-0.0038088262,-0.01701412,-0.06711472,-0.060891684,0.0067600682,-0.12577936,0.27380294,0.23105153,-0.06610741,0.09188833,0.05379068,-0.07750954,0.065680325,0.092595115,-0.023821218,0.01844357,0.06137009,-0.0036930814,0.07996912,-0.0133936405,0.021375032,0.007798072,0.032508105,0.052350886,0.009611752,-0.03211236,0.017540626,-0.047089197,-0.06116127,-0.022553634,0.008927397,0.035764657
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,1,0.21046257,0.19826968,0.1387492,0.07828677,0.110681295,-0.0023908988,-0.08643358,-0.027265366,-0.0030915774,0.034496345,0.10422902,0.10323868,0.058222882,0.054073587,0.102755785,0.015516426,0.040546473,-0.01691047,0.009136507,0.19399858,0.12791386,-0.035613388,0.0062532164,0.048045278,-0.09108697,0.12927534,-0.02831543,-0.020822443,0.03604918,0.050910033,-0.013900971,0.011830886,0.029549407
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,1,-0.012068942,0.11130236,-0.0066281706,-0.03386023,-0.01466891,-0.031400546,-0.051963456,0.018816426,-0.12051905,-0.015843734,0.018355917,0.0138763655,-0.1612848,0.11451796,0.06754005,-0.08975722,0.062813275,0.11979655,-0.037717585,-0.042596832,-0.09216228,-0.0013196012,0.04567448,-0.028374728,0.060654677,0.087011516,0.00936801,0.02211639,0.033777174,0.035629496,-0.01127293,0.0023066222,0.03504895
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,1,-0.1516738,-0.034547143,-0.07021618,-0.024679447,0.09901346,0.17424223,0.13157275,0.22364776,0.21494484,-0.00043598376,0.011018114,0.06472202,-0.07010326,0.13409755,0.16629902,0.019770391,-0.02545736,-0.021168048,-0.049419235,0.04532782,-0.06267952,-0.04129342,0.034410477,0.021988664,0.09238151,0.051789526,0.036674,-0.011959294,0.01933331,0.0010137409,-0.009086821,0.023133177,0.023716612
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,1,-0.2850098,-0.04498844,-0.0031879637,-0.11340092,-0.08356309,0.0068485476,0.16533369,-0.14770406,-0.062853836,0.050248407,0.044341907,0.05365991,-0.11049184,0.09274783,0.11903162,-0.020246634,0.10485972,0.06387081,-0.018776802,-0.0518995,0.1811868,0.036969356,0.015217942,-0.05695279,0.16477355,0.03295558,0.028718363,0.03187637,-0.015286573,-0.021962944,-0.019041523,0.01096648,0.0439857
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,1,0.045997888,-0.35755253,-0.17078811,0.022427723,-0.05501712,-0.009909638,0.08617885,-0.12148794,0.20399436,0.027469655,-0.048769668,-0.036608934,-0.031630244,0.017393399,-0.0129730925,-0.023154913,0.13005942,0.0056371074,-0.119746625,0.20371895,0.09860788,-0.025329493,-0.016698739,-0.01974158,0.0100049805,0.15641649,0.14873224,0.02150968,0.019300958,-0.028963441,-0.015682047,0.0097296685,0.031941816
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,1,0.16899034,0.13168634,0.043460216,0.06288527,0.0035457239,0.13757437,0.070040405,0.118589774,0.059283372,-0.022102438,0.091963135,-0.030827709,-0.18232912,0.026163384,0.071356796,0.05512488,0.065192424,0.0600653,0.010642514,0.0981392,-0.05489835,0.0070521533,-0.06874642,-0.03650693,0.055523533,0.12965044,-0.0059281513,-0.021737017,0.060107082,0.06317254,-0.022358866,0.021859705,0.043353453
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,1,0.11199266,-0.024074502,-0.0016687782,0.01596747,0.14494991,0.20440927,-0.14312324,0.3237924,0.32387584,-0.040083632,0.071761474,0.056257695,0.02765524,0.10025804,0.1230921,-0.0065199872,0.007824801,-0.0058761965,0.044162285,0.0068597402,0.03284335,0.09143165,0.04269894,0.07626897,-0.069471166,0.13920149,0.046125486,-0.0798194,-0.01210134,0.024677154,-0.012094153,0.02522118,0.03909808
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,1,-0.08042358,-0.09002888,-0.10643524,-0.024364602,-0.04727873,-0.09987959,0.0053892173,0.29181218,0.0357308,-0.039210435,0.050073843,0.10324601,0.16288188,0.023082267,0.105027944,0.019866519,-0.026551228,-0.003168548,-0.062318563,-0.07642873,0.15787074,0.07007022,-0.04484381,0.056432452,-0.14858797,0.20453683,0.05542376,-0.05752243,0.025560172,0.04643841,0.007280972,0.022618957,0.06167972
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,1,-0.16212688,0.017110871,-0.0025872774,-0.031344667,-0.18205783,-0.14120094,0.08793589,0.061354753,0.086676314,0.046498768,-0.038832147,0.003008889,-0.06899749,0.10294161,0.1772539,-0.05355441,0.064675376,0.11568679,0.09711646,-0.06334507,0.15129063,0.08082542,0.041417196,0.04358784,0.03958125,0.18341675,0.059989896,0.019147962,-0.06361264,-0.05711181,-0.029273704,0.01573503,0.0477861
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,1,0.06500315,0.0865408,-0.053644914,0.012693413,0.02649318,-0.13920425,-0.028211616,-0.27062142,-0.17222106,-0.04726936,0.014697278,0.070027895,0.12639043,-0.029791625,0.09151215,0.032236207,0.006054879,-0.018341023,0.098315254,0.044991896,0.17708886,0.064383954,0.07046217,0.0025416338,-0.112619996,0.12548555,0.19173883,-0.021996155,0.008739973,0.025377769,-0.034682333,0.0077947946,0.035496965
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,1,0.107429504,0.0789236,0.05025862,0.0066066263,0.044432424,0.068168886,0.25224632,-0.15189528,-0.045395195,0.07101326,-0.020521736,0.017753564,-0.07433898,0.06387003,0.080452114,-0.004261355,0.05699066,0.030409273,0.037159145,0.13279995,-0.007626258,0.011380823,-0.038342353,-0.05735814,0.03681943,0.10249773,-0.04234741,0.03560725,-0.053778917,-0.008094432,-0.034107193,0.011160484,0.026816083
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0039_924.jpg,1,-0.046808198,0.026505858,0.008969795,0.008707573,0.068415076,-0.062227815,0.03542628,-0.13783471,-0.25401917,-0.00017567165,0.09561513,0.05704105,0.041789696,-0.0660936,-0.09425861,0.04027907,-0.052312285,-0.054967396,-0.1325516,0.07915292,-0.06657872,-0.051726166,0.012530729,-0.09636301,-0.12496775,0.108457685,0.010459295,-0.0062920125,-0.035661273,-0.011893515,-0.0058801654,0.023512486,0.02976546
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,1,-0.13485277,0.12760836,0.16138087,-0.0086007845,-0.060048886,0.14716025,0.013879355,0.07287271,0.0885459,-0.017970514,0.05466961,0.10720712,0.0097475145,0.0071814694,-0.012261789,-0.026447222,-0.0347495,-0.06528269,0.0010301992,0.07281786,0.12341966,-0.0301642,0.013053257,0.03369703,0.16491833,0.23485169,-0.16341785,0.00830496,-0.05144929,-0.055195052,-0.026319854,0.030056594,0.052939393
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,1,0.0629902,-0.09904047,-0.073468074,-0.02597696,0.14259884,0.21459231,0.12904847,0.18838337,0.22382806,0.08292475,0.07329497,0.20462245,-0.18151715,0.045229748,-0.004230462,0.03825707,0.049549833,-0.0221515,0.100419246,0.22966602,0.2164914,0.0748401,0.021224827,0.0678249,0.07924484,0.20398512,0.013774612,0.008397911,0.029463325,0.0376864,-0.021299718,0.02313133,0.05107551
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,1,0.14610147,0.13346246,0.04476545,-0.0035242215,0.2624022,0.15418342,-0.08330632,-0.05039199,0.019988433,-0.05212707,0.005127286,-0.10232066,-0.12315806,-0.014505472,0.09598307,-0.031115461,0.02372966,-0.01198954,-0.100498445,0.031068629,0.10501911,-0.03626117,0.01629595,-0.026003513,0.045523442,0.09728769,0.0018882863,-0.024678271,0.063500345,0.08033258,-0.028833946,0.01424475,0.032085333
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,1,0.18558064,0.05068476,0.039881937,0.009334104,0.2000967,0.14611623,0.21911344,-0.1003116,-0.05275101,0.08189279,0.1351059,0.026599975,0.0414598,0.013164716,0.13279125,-0.0069118477,-0.019541118,0.0059684385,-0.14778067,0.098571144,0.026047975,-0.0028413357,0.06447835,0.075162545,0.12658331,0.042331006,0.00080668554,0.008674797,-0.04996434,-0.042852264,-0.014298625,0.02993123,0.051275536
